,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
a-L-Fucx-(1-2)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-D-Galx2NAc-(1-3)-[a-L-Fucx-(1-2)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.2039260477749299,0.06905146848569102,0.10271987623410367,0.07148799232645718,0.11714697561431987,0.11760214252935815,0.016227950539964238,0.07971703138650363,0.11494617645934944,0.06903083668641344,0.1069538318235265,0.1049354086461276,0.17471031102494175,0.08146964037333095,0.13314498978060071,0.09215375045689053,0.1184595013954172,0.10847760530282786,0.03524263742485025,0.0688704707728551,0.11703507402770218,0.10801038915970353,0.055534515967619213,0.1218678519817588
a-D-Galx-(1-3)-[a-L-Fucx-(1-2)]?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[a-D-Galx2NAc-(1-3)-[a-L-Fucx-(1-2)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.0223463381844215,0.07193610635033966,0.10773493757837713,0.07401179451957468,0.16559046662565535,0.12538210195570995,0.03195710901971178,0.08523151008928005,0.1295314136346061,0.07598330950623383,0.14374548998525166,0.12973407757449165,0.018791958469608704,0.08543824694387389,0.14282878114203038,0.10139041749025253,0.1750288141185242,0.13810886154793794,-0.00570600675253866,0.07643781439828536,0.14036348528148498,0.21689268692082875,0.08568157983124157,0.14422231003758434
a-D-Glcx2NAc-(1-4)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-3)-b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-6)-[a-D-Glcx2NAc-(1-4)-b-D-Galx-(1-3)]?-D-Galx2NAc,-0.003462070246962833,0.016113687822476082,0.007466031174181534,0.02218503540724252,-0.008053492344338749,0.009234391809038038,0.032578159072031015,0.0062645159915620825,-0.009122249805217137,0.023843562523056173,-0.0024458295120990572,0.029683156949043686,0.052365982043360466,0.013400989033146621,0.0084697467217224,0.006696837075231178,0.00799006536451063,0.010213150311470012,0.026944379354309773,0.01609398182155898,0.02589706303443397,-0.0008816687723331689,0.01875998190405034,0.030892418810050577
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.1960072793647497,0.020148224347134886,0.02609124718273137,0.03571069085569479,-0.021794189264935628,0.009845002645562349,0.05447364081732036,0.03837633973279923,0.010465490564608,0.05465707402711918,0.01804796499509828,-0.007176240501033006,-0.10056986509870712,0.0016485309747820466,0.02458440395407197,0.02980878274213424,-0.007801034245262625,0.01071034221304259,0.04404595578843142,0.04489269277425697,0.07242755840524626,0.019411895479414173,0.08226288479597503,0.00997297273909896
a-D-Neux5Ac-(2-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,0.4631577796844515,0.09098838411722712,0.13975914777354972,0.0854577185420269,0.08391296896255086,0.14445898876827126,-0.025343362598198086,0.09443651317892232,0.149129516517522,0.030332157238341005,0.12619416565805244,0.1024380276528186,0.3818730351431909,0.09546869713508467,0.1721443884714321,0.03097426559118469,0.17963207192984135,0.16435645068512356,0.15030829232654844,0.06797232645367525,0.1456692250251251,0.11749076850501294,0.1171609922612397,0.11594031503921408
b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.052895624183667334,0.06272828473749617,0.04792911902986842,0.0670990929114464,0.08601431198403042,0.08429438714482383,0.10427373872645183,0.08003238797383397,0.05085597596415088,0.07971788916846521,0.11036491230087653,0.09446976060819334,-0.13857234749993202,0.0620580706676828,0.07296765356593476,0.10214577610055488,0.07926967477020902,0.08523250281569443,0.003341032566405152,0.08698623278524872,0.08733205508986074,0.02370962407075039,0.0678139715811336,0.10699853181688386
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.04286737019285945,0.015329584263257381,-0.004412823043210333,0.01029134002794686,-0.0006756091038326739,0.0011372156647382922,0.02665892023590656,0.0027568131938377643,0.014511404269484919,0.0207259673340154,0.04084599970675919,0.02662273005906144,0.04435344319921722,0.008850975192150614,0.003065105643307973,0.018023160613067288,-0.00044107261157868487,0.01159354838264165,0.04019927564957506,0.017311254015851676,0.02141525694939617,-0.02131404434370984,0.055407278821569816,0.03346606593267127
?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.09095107195750424,-0.001798402658758491,-0.013041852868550443,-0.006657360917035741,0.00034939588458013284,0.0015096005075467508,0.0068767552112469115,0.0006609703607423678,0.008870311205697827,0.009309475080703771,0.02679487806070084,0.027602222344748847,-0.0709223841923589,-0.0025293993007733857,-0.008996784924136495,0.014115066970905503,-0.002537917804718603,0.008019981590088758,-0.004187302196953546,0.012885504562190956,0.0063612731529569,-0.03305878334047272,0.02352516296636484,0.029831663719724143
?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.22474765415366446,0.06773863454479734,0.08511598743379684,0.06358723326149257,0.07175862871222775,0.10864359134462268,0.03286428386867437,0.06800622190023656,0.07986906964709813,0.02883908520654352,0.10679571178454272,0.10202287860458024,0.185310345452404,0.07686451886305615,0.10045862321624707,0.03334173183958209,0.13310066169643173,0.12133554031294087,0.03544759793911908,0.04955845696512831,0.077129735162176,0.02825027247143795,0.06233334932722824,0.09994606085604599
?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[b-D-Glcx2NAc-(1-6)-[?-L-Fucx-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.17384128580250624,0.029572933320624637,0.030925313831873164,0.03234315420505414,0.04653920064514045,0.043670586111173776,0.04317556401772638,0.02874858835311416,0.012130616886880859,0.03385056438502716,0.037948809356106436,0.042663051410371584,0.11866602643666704,0.031223407345638717,0.041820267118386496,0.042173344155070534,0.051143419485432766,0.04235798783675256,0.050588248421539764,0.030934383486986083,0.05593484888467177,0.016353708593830486,0.03440972246022661,0.05497754458632717
?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[?-D-Galx2NAc-(1-?)-[?-L-Fucx-(1-?)]?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.0385008443407311,0.03596805317516983,-0.019521032014514043,0.03700589725978734,-0.014955302993296062,-0.011946406674340044,0.003554728173737853,0.042615755044640026,-0.014282781324419843,0.037991654753116916,0.0026377297412293684,-0.0007479169572169442,0.02621923045562028,0.04271912347193695,-0.025912711618692862,0.050695208745126265,-0.02201687452796916,-0.023995724149646482,0.01619716614193251,0.03821890719914268,-0.00402001021846173,0.10844634346041436,0.0009467814571352194,-0.014827495694964048
a-D-Galx2NAc-(1-3)-[a-L-Fucx-(1-2)]?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-D-Galx2NAc-(1-3)-[a-L-Fucx-(1-2)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.14181645289453118,0.033083415310521204,0.04885240744491511,0.03448209506666984,0.034351742301492204,0.05491109155150317,0.022335199565624544,0.03710127634186361,0.05018046964204642,0.03103918193329652,0.035081086830900665,0.04006836985888175,0.11246908323291988,0.038750516901394,0.06173059920958553,0.04145854171176425,0.030945094336155082,0.039423174528858886,0.02788989920523477,0.030651563573712425,0.046853331386959685,-0.00043595430071086583,0.012693726051998436,0.04975669696296661
?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)-[?-L-Fucx-(1-?)]?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[?-L-Fucx-(1-?)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.03650612351967122,-0.0015433891617465374,-0.015162076440092903,-0.010028228098429771,0.01016725465081524,0.028468006249043942,0.036888010138166935,-0.013431633674969645,0.002843214529279604,0.017088646307951986,0.011722444708297272,0.0567067653078103,0.028538554227782963,0.0029006284837445185,-0.016815946547756946,0.001921348411440285,0.0003675605096489008,0.029638161688187486,0.00961963674419342,0.01867375805750111,-0.009594546036415906,0.017687598618393585,-0.004360764005511039,0.05841724668072356
a-D-Galx-(1-3)-[a-L-Fucx-(1-2)]?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-D-Galx2NAc-(1-3)-[a-L-Fucx-(1-2)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.06210959488039872,0.03596805317516983,0.05386746878918856,0.03700589725978734,0.08279523331282768,0.06269105097785498,-0.006107249025660309,0.042615755044640026,0.06476570681730305,0.037991654753116916,0.07187274499262583,0.06486703878724583,0.062241227792021875,0.04271912347193695,0.07141439057101519,0.050695208745126265,0.0875144070592621,0.06905443077396897,0.007352738219615483,0.03821890719914268,0.07018174264074249,0.10844634346041436,0.04284078991562079,0.07211115501879219
a-D-Glcx2NAc-(1-4)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.13364356251673656,0.010081845305000102,-0.0018390353844628968,0.02191489235724606,-0.029325243687070436,-0.0034210506518615466,0.030343611737383668,0.019121689288529985,-0.01854306951886204,0.03627443195827603,-0.0047191644362158105,-0.013264012091216026,-0.06119753209454867,0.0004694831669565867,-0.003545724491850904,0.014346744074870731,-0.019594475740568787,-0.011527256129098641,0.03627037639324698,0.029803103833891464,0.028556951080518117,0.008490264229515841,0.03646608037617642,0.001877053365139161
a-D-Neux5Ac-(2-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-D-Neux5Ac-(2-3)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.28538170212533404,0.0554267699429367,0.08940383794941625,0.05590850958008672,0.06655080853685089,0.08772358763331246,-0.021776819576483933,0.058826788263621074,0.09914982056660923,0.03283618720311895,0.07490577483131464,0.05190660443755411,0.22243764552397685,0.055936420274154235,0.11299899020051732,0.04205167565408223,0.10960304340101984,0.09769820865901133,0.09725347038085656,0.04981070175264265,0.10509715960451188,0.09550869468558694,0.0777131929069361,0.07151263243213622
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.10575299344747874,0.017397747320829646,0.021757070643953262,0.024686634062004137,0.0185519279284053,0.02596663331502753,0.04426972167813991,0.03993522405233217,0.03225332199501692,0.04333328141140515,0.05584512285927027,0.040279836405328166,-0.07647607744367031,0.01136755875588242,0.029929771088312462,0.038736209002150974,0.021339513017330468,0.03262269418623842,0.015962254377727546,0.04430335722524618,0.05111336316525275,0.02303291888755741,0.045239874150895545,0.048610129598167816
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,-0.04476372122000405,0.004884461621188062,-0.0039651843775721715,0.006124475996494804,0.004447759933565103,0.007440173930051833,0.014350930778860462,0.00509300888538493,0.00494550937256926,0.016843220218246854,0.0315456665047134,0.023288564265397004,-0.017670347989164403,0.0010760947202580911,0.001108351341662154,0.019782791308610617,0.00033255474682519336,0.012971184276582332,0.012438577914653028,0.013535225984576378,0.007133272322005067,-0.041409151786924614,0.03214044581839618,0.02323349303550466
a-D-Neux5Ac-(2-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.1777760775591175,0.035561614174290414,0.050355309824133464,0.029549208961940188,0.017362160425699963,0.056735401134958764,-0.0035665430217141493,0.035609724915301205,0.04997969595091277,-0.002504029964777936,0.05128839082673778,0.0505314232152645,0.1594353896192141,0.03953227686093045,0.05914539827091477,-0.011077410062897535,0.07002902852882154,0.06665824202611226,0.053054821945691916,0.0181616247010326,0.04057206542061323,0.021982073819426,0.03944779935430361,0.04442768260707787
a-L-Fucx-(1-2)-?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-a-D-Galx-(1-3)]?-D-Galx2NAc,0.03210680773623779,-0.009902364719656005,0.02807033798604616,0.0056396987423915895,0.06494458101058204,-0.011424817130204292,0.02361428528131924,0.007862606805736085,0.05174779974702514,0.019318756441959947,0.05421361154793766,0.02158775050839541,0.04095056035224729,-0.008905655670194693,0.03032969167551015,0.007391361435039409,0.02538792948789193,-0.000569699053885244,0.05581503517510028,0.005683151500512516,0.04340038964903515,0.016603135183789444,0.021116225349409483,0.012424752009737895
a-L-Fucx-(1-2)-?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-[?-D-Galx-(1-?)-?-D-Glcx2NAc-(1-?)]a-D-Galx-(1-3)]?-D-Galx2NAc,0.13176087396096905,0.0011905425600981213,0.01451728283868632,-0.0007556604220448574,0.05421431877323957,-0.005041614319639098,0.02809879062188737,0.001517120879589185,0.035051200529524415,0.02230110134007963,0.030373422033883674,0.04820269652280237,0.08942080324705326,-0.002687032866384833,0.02189565214907325,0.007903383043365185,0.049183096767305305,-0.00034043834371566697,0.05242643297644363,0.0071048948483206234,0.0418914821822592,0.017091143729361304,0.018622891376320352,0.02727243882810721
?-L-Fucx-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-[?-L-Fucx-(1-?)-?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-3)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.08763109141286349,0.010445122642069316,-0.00044763866563815694,0.004166864031452055,-0.0051233690373977785,-0.006302958265313539,0.012307989457046092,-0.0023361956915471664,0.00956589489691566,0.003882747115768549,0.009300333202045782,0.0033341657936644354,0.062023791188381625,0.007774880471892524,0.001956754301645816,-0.0017596306955433329,-0.0007736273584038768,-0.0013776358939406813,0.02776069773492204,0.003776028031275296,0.014281984627391097,0.020095107443214785,0.023266833003173646,0.010232572897166612
a-L-Fucx-(1-2)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-[a-L-Fucx-(1-2)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]?-D-Glcx2NAc-(1-?)]b-D-Galx-(1-3)]?-D-Galx2NAc,0.2504331003426548,0.03200437371526611,0.043271737678355175,0.029615819577007808,0.06867864603299056,0.05340023722293687,0.033893203020697045,0.03371758539131919,0.040303699352407685,0.00977145360250167,0.04837035738003718,0.04630209228633607,0.15615572084764032,0.035807169294177536,0.03959927957162792,0.03621158760664369,0.07288199819895347,0.060954346044182414,0.05024762636344255,0.02677616638371936,0.03546985273063125,0.0016917629579824645,0.031346605981259726,0.05782593520956945
a-D-Neux5Ac-(2-3)-?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]?-D-Glcx2NAc-(1-?)-b-D-Galx-(1-4)-b-D-Glcx2NAc-(1-6)-[?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-3)-b-D-Galx-(1-3)]?-D-Galx2NAc,0.07159135001612171,0.013836910056487831,0.00579075289483777,0.013088985860786785,0.008817692347816148,0.025396144751129054,-0.010651855984194814,0.00841235004581194,0.006100929582189948,0.007423569338759046,0.012541794001213209,0.02538247227744929,0.06193319260353153,0.014900430267011603,0.007677046986384131,0.013804305341297878,0.02135351532245995,0.03525919235318856,0.015022607320907676,0.00926044121435227,0.017545435660185627,-0.039801976976841284,0.021656019302346303,0.02407070354527284
